28.0803;-3.40429;-2.92865
28.1203;-3.36086;-2.93597
28.1603;-3.31855;-2.94339
28.2003;-3.27734;-2.95089
28.2403;-3.23721;-2.95846
28.2803;-3.19813;-2.96609
28.3203;-3.16008;-2.97376
28.3603;-3.12304;-2.98146
28.4003;-3.08697;-2.98918
28.4403;-3.05187;-2.9969
28.4803;-3.01769;-3.00461
28.5203;-2.98442;-3.01229
28.5603;-2.95204;-3.01994
28.6003;-2.92051;-3.02754
28.6403;-2.88983;-3.03507
28.6803;-2.85995;-3.04253
28.7203;-2.83087;-3.04989
28.7603;-2.80255;-3.05715
28.8003;-2.77497;-3.0643
28.8403;-2.7481;-3.07131
28.8803;-2.72193;-3.07819
28.9203;-2.69643;-3.0849
28.9603;-2.64031;-3.10105
29.0003;-2.59158;-3.11774
29.0403;-2.54953;-3.13475
29.0803;-2.51347;-3.15186
29.1203;-2.48272;-3.16886
29.1603;-2.45659;-3.18552
29.2003;-2.43438;-3.20164
29.2403;-2.4154;-3.217
29.2803;-2.39896;-3.23138
29.3203;-2.38437;-3.24456
29.3603;-2.37094;-3.25633
29.4003;-2.35798;-3.26647
29.4403;-2.3448;-3.27477
